name	x	y	z	impedance
E1	7.05836	-5.56273	-2.13833	15.9704919225581
E2	7.94136	-5.334	0.2371	19.831594784586
E3	8.61151	-4.257	2.77296	18.7176880258292
E4	8.04222	-2.68245	5.31354	26.8977831793449
E5	6.33091	-1.63804	7.00984	30.620022528044
E6	3.89585	-0	8.14682	17.5447389866324
E7	1.74142	1.41305	8.45875	23.8604498802537
E8	9.34083	-4.09179	-1.72351	30.2546828013753
E9	9.82549	-3.3556	0.750687	20.9911300792186
E10	9.61435	-2.39622	3.5151	22.9948185327469
E11	8.60698	-0	5.88719	24.9136842821825
E12	6.33091	1.63804	7.00984	33.6179105707444
E13	3.66109	2.67447	7.65927	22.1490887452848
E14	10.609	-1.984	-1.23837	23.7513459815792
E15	10.6507	-1.21058	1.24742	28.0041364489501
E16	10.1982	-0	3.52745	25.003429725372
E17	10.5352	-0	-2.71023	216.312135329923
E18	10.6507	1.21058	1.24742	40.1433764017363
E19	9.61435	2.39622	3.5151	33.2458140590077
E20	8.04222	2.68245	5.31354	16.9126034381452
E21	5.67672	3.7358	6.23543	19.7976005466554
E22	10.609	1.984	-1.23837	20.7289474198049
E23	9.82549	3.3556	0.750687	19.903650753753
E24	8.61151	4.257	2.77296	13.9400171884571
E25	6.94583	4.72647	4.29259	16.7208626891482
E26	9.34083	4.09179	-1.72351	27.1256483095031
E27	7.94136	5.334	0.2371	14.5272971687697
E28	6.37719	5.88862	2.05983	18.1852953232828
E29	4.58172	6.08477	4.04119	17.2470850794247
E30	3.01496	5.17735	6.17561	21.3154524102316
E31	0.976844000000001	3.90573	7.58964	36.879979551138
E32	-1.22344	2.28818	8.35468	15.8350392993895
E33	7.05836	5.56273	-2.13833	15.9941009908478
E34	5.66018	6.28567	-0.325478	17.7593068287734
E35	3.71219	6.93929	1.96627	20.28008685918
E36	2.25109	6.96513	3.83809	18.9151196931975
E37	0.279191000000001	6.20327	5.88833	16.0163503499498
E38	-1.83783	4.74906	7.20099	19.7190771610443
E39	4.49436	6.56444	-3.36122	14.2624053886487
E40	2.65809	7.18868	-0.876653	13.9291121892011
E41	1.34926	7.57948	1.26836	12.9813417834848
E42	-0.164728000000003	7.53633	2.96011	20.4474245033528
E43	-2.56096	6.50984	5.22143	19.4103242007613
E44	3.02934	6.57111	-6.21266	15.2402514034123
E45	1.52278	7.03162	-3.42515	21.0174711129638
E46	0.234217000000001	7.56327	-1.09244	14.1344926392804
E47	-1.46741	7.60231	1.03584	14.9730851282626
E48	-2.81422	7.31578	2.60868	113.441281695161
E49	0.835981000000001	6.85902	-6.60769	78.8264644039769
E50	-2.88101	7.34918	-1.38637	18.213070866943
E51	-3.97624	7.07415	0.553357	30.0214754366916
E52	-4.94704	6.50248	3.10276	37.1131931936563
E53	-4.82594	5.07956	5.55724	28.5614941659652
E54	-4.19736	2.51032	7.58563	27.4374999268083
E55	-3.20127	-3.92042505870645e-16	8.28249	17.4139753581984
E56	-3.59608	6.17315	-6.94128	456.026742428351
E57	-4.02463	6.90343	-3.54669	87.9850160423474
E58	-5.20816	6.47645	-1.59903	98.3271077597598
E59	-6.31619	5.9853	0.766718	25.6721698964605
E60	-6.89084	4.81515	3.53716	36.7770911586617
E61	-6.50084	2.75579	5.69942	32.8273472538311
E62	-5.62431	-6.88779323891245e-16	7.10652	23.2157335930044
E63	-5.02163	5.39665	-6.61401	36.8876582993744
E64	-6.14775	5.86075	-3.4408	31.0121526747705
E65	-7.5274	4.9121	-1.54431	31.9366242904877
E66	-8.41313	3.9387	0.986116	27.7330190881081
E67	-8.20562	2.51978	3.5441	34.4112902826427
E68	-7.23943	-8.86574477715132e-16	5.62067	122.668585966836
E69	-6.94455	4.02983	-6.30024	118.238785730662
E70	-8.3235	3.70296	-3.37134	264.383552209886
E71	-9.16834	2.84669000000001	-1.3147	65.1793504280284
E72	-9.32289	1.99322	1.02896	24.6954611706352
E73	-8.85649	-1.08460721301805e-15	2.83601	136.091540444744
